id,quantity,country,cost
1179,28,Thailand,104400
1180,29,Thailand,104400
1181,30,Thailand,104400
1182,31,Thailand,127250
1183,32,Thailand,127250
1184,33,Thailand,127250
1185,34,Thailand,127250
1186,35,Thailand,127250
1187,36,Thailand,127250
1188,37,Thailand,148300
1189,38,Thailand,148300
1190,39,Thailand,148300
1191,40,Thailand,148300
1192,41,Thailand,148300
1193,42,Thailand,148300
1194,43,Thailand,148300
1195,44,Thailand,148300
1196,45,Thailand,148300
1197,46,Thailand,148300
1198,47,Thailand,148300
1199,48,Thailand,148300
1200,49,Thailand,169270
1201,50,Thailand,174100
1202,51,Thailand,174100
1203,52,Thailand,174100
1204,53,Thailand,174100
1205,54,Thailand,174100
1206,55,Thailand,174100
1207,56,Thailand,174100
1208,57,Thailand,174100
1209,58,Thailand,174100
1210,59,Thailand,174100
1211,60,Thailand,174100
1212,61,Thailand,174100
1213,62,Thailand,174100
1214,63,Thailand,174100
1215,64,Thailand,174100
1216,65,Thailand,174100
1217,66,Thailand,174100
1218,67,Thailand,174100
1219,68,Thailand,174100
1220,69,Thailand,174100
1221,70,Thailand,174100
1222,71,Thailand,174100
1223,72,Thailand,174100
1224,1,UK,38070
1225,2,UK,44120
1226,3,UK,58250
1227,4,UK,58250
1228,5,UK,58250
1229,6,UK,58250
1230,7,UK,109200
1231,8,UK,109200
1232,9,UK,109200
1233,10,UK,109200
1234,11,UK,109200
1235,12,UK,109200
1236,13,UK,153050
1237,14,UK,153050
1238,15,UK,153050
1239,16,UK,153050
1240,17,UK,153050
1241,18,UK,153050
1242,19,UK,153050
1243,20,UK,153050
1244,21,UK,153050
1245,22,UK,153050
1246,23,UK,153050
1247,24,UK,153050
1248,25,UK,191120
1249,26,UK,197170
1250,27,UK,211300
1251,28,UK,211300
1252,29,UK,211300
1253,30,UK,211300
1254,31,UK,262250
1255,32,UK,262250
1256,33,UK,262250
1257,34,UK,262250
1258,35,UK,262250
1259,36,UK,262250
1260,37,UK,306100
1261,38,UK,306100
1262,39,UK,306100
1263,40,UK,306100
1264,41,UK,306100
1265,42,UK,306100
1266,43,UK,306100
1267,44,UK,306100
1268,45,UK,306100
1269,46,UK,306100
1270,47,UK,306100
1271,48,UK,306100
1272,49,UK,344170
1273,50,UK,358700
1274,51,UK,358700
1275,52,UK,358700
1276,53,UK,358700
1277,54,UK,358700
1278,55,UK,358700
1279,56,UK,358700
1280,57,UK,358700
1281,58,UK,358700
1282,59,UK,358700
1283,60,UK,358700
1284,61,UK,358700
1285,62,UK,358700
1286,63,UK,358700
1287,64,UK,358700
1288,65,UK,358700
1289,66,UK,358700
1290,67,UK,358700
1291,68,UK,358700
1292,69,UK,358700
1293,70,UK,358700
1294,71,UK,358700
1295,72,UK,358700
1296,1,USA,33370
1297,2,USA,42620
1298,3,USA,65750
1299,4,USA,65750
1300,5,USA,65750
1301,6,USA,65750
1302,7,USA,147000
1303,8,USA,147000
1304,9,USA,147000
1305,10,USA,147000
1306,11,USA,147000
1307,12,USA,147000
1308,13,USA,210250
1309,14,USA,210250
1310,15,USA,210250
1311,16,USA,210250
1312,17,USA,210250
1313,18,USA,210250
1314,19,USA,210250
1315,20,USA,210250
1316,21,USA,210250
1317,22,USA,210250
1318,23,USA,210250
1319,24,USA,210250
1320,25,USA,243620
1321,26,USA,252870
1322,27,USA,276000
1323,28,USA,276000
1324,29,USA,276000
1325,30,USA,276000
1326,31,USA,357250
1327,32,USA,357250
1328,33,USA,357250
1329,34,USA,357250
1330,35,USA,357250
1331,36,USA,357250
1332,37,USA,420500
1333,38,USA,420500
1334,39,USA,420500
1335,40,USA,420500
1336,41,USA,420500
1337,42,USA,420500
1338,43,USA,420500
1339,44,USA,420500
1340,45,USA,420500
1341,46,USA,420500
1342,47,USA,420500
1343,48,USA,420500
1344,49,USA,453870
1345,50,USA,508500
1346,51,USA,508500
1347,52,USA,508500
1348,53,USA,508500
1349,54,USA,508500
1350,55,USA,508500
1351,56,USA,508500
1352,57,USA,508500
1353,58,USA,508500
1354,59,USA,508500
1355,60,USA,508500
1356,61,USA,508500
1357,62,USA,508500
1358,63,USA,508500
1359,64,USA,508500
1360,65,USA,508500
1361,66,USA,508500
1362,67,USA,508500
1363,68,USA,508500
1364,69,USA,508500
1365,70,USA,508500
1366,71,USA,508500
1367,72,USA,508500
1368,1,Vietnam,18970
1369,2,Vietnam,21620
1370,3,Vietnam,27250
1371,4,Vietnam,27250
1372,5,Vietnam,27250
1373,6,Vietnam,27250
1374,7,Vietnam,46600
1375,8,Vietnam,46600
1376,9,Vietnam,46600
1377,10,Vietnam,46600
1378,11,Vietnam,46600
1379,12,Vietnam,46600
1380,13,Vietnam,64650
1381,14,Vietnam,64650
1382,15,Vietnam,64650
1383,16,Vietnam,64650
1384,17,Vietnam,64650
1385,18,Vietnam,64650
1386,19,Vietnam,64650
1387,20,Vietnam,64650
1388,21,Vietnam,64650
1389,22,Vietnam,64650
1390,23,Vietnam,64650
1391,24,Vietnam,64650
1392,25,Vietnam,83620
1393,26,Vietnam,86270
1394,27,Vietnam,91900
1395,28,Vietnam,91900
1396,29,Vietnam,91900
1397,30,Vietnam,91900
1398,31,Vietnam,111250
1399,32,Vietnam,111250
1400,33,Vietnam,111250
1401,34,Vietnam,111250
1402,35,Vietnam,111250
1403,36,Vietnam,111250
1404,37,Vietnam,129300
1405,38,Vietnam,129300
1406,39,Vietnam,129300
1407,40,Vietnam,129300
1408,41,Vietnam,129300
1409,42,Vietnam,129300
1410,43,Vietnam,129300
1411,44,Vietnam,129300
1412,45,Vietnam,129300
1413,46,Vietnam,129300
1414,47,Vietnam,129300
1415,48,Vietnam,129300
1416,49,Vietnam,148270
1417,50,Vietnam,148600
1418,51,Vietnam,148600
1419,52,Vietnam,148600
1420,53,Vietnam,148600
1421,54,Vietnam,148600
1422,55,Vietnam,148600
1423,56,Vietnam,148600
1424,57,Vietnam,148600
1425,58,Vietnam,148600
1426,59,Vietnam,148600
1427,60,Vietnam,148600
1428,61,Vietnam,148600
1429,62,Vietnam,148600
1430,63,Vietnam,148600
1431,64,Vietnam,148600
1432,65,Vietnam,148600
1433,66,Vietnam,148600
1434,67,Vietnam,148600
1435,68,Vietnam,148600
1436,69,Vietnam,148600
1437,70,Vietnam,148600
1438,71,Vietnam,148600
1439,72,Vietnam,148600
1440,1,Cambodia,21500
1441,2,Cambodia,23500
1442,3,Cambodia,28500
1443,4,Cambodia,28500
1444,5,Cambodia,28500
1445,6,Cambodia,28500
1446,7,Cambodia,45500
1447,8,Cambodia,45500
1448,9,Cambodia,45500
1449,10,Cambodia,45500
1450,11,Cambodia,45500
1451,12,Cambodia,45500
1452,13,Cambodia,62000
1453,14,Cambodia,62000
1454,15,Cambodia,62000
1455,16,Cambodia,62000
1456,17,Cambodia,62000
1457,18,Cambodia,62000
1458,19,Cambodia,62000
1459,20,Cambodia,62000
1460,21,Cambodia,62000
1461,22,Cambodia,62000
1462,23,Cambodia,62000
1463,24,Cambodia,62000
1464,25,Cambodia,83500
1465,26,Cambodia,85500
1466,27,Cambodia,90500
1467,28,Cambodia,90500
1468,29,Cambodia,90500
1469,30,Cambodia,90500
1470,31,Cambodia,107500
1471,32,Cambodia,107500
1472,33,Cambodia,107500
1473,34,Cambodia,107500
1474,35,Cambodia,107500
1475,36,Cambodia,107500
1476,37,Cambodia,124000
1477,38,Cambodia,124000
1478,39,Cambodia,124000
1479,40,Cambodia,124000
1480,41,Cambodia,124000
1481,42,Cambodia,124000
1482,43,Cambodia,124000
1483,44,Cambodia,124000
1484,45,Cambodia,124000
1485,46,Cambodia,124000
1486,47,Cambodia,124000
1487,48,Cambodia,124000
1488,49,Cambodia,139500
1489,50,Cambodia,139500
1490,51,Cambodia,139500
1491,52,Cambodia,139500
1492,53,Cambodia,139500
1493,54,Cambodia,139500
1494,55,Cambodia,139500
1495,56,Cambodia,139500
1496,57,Cambodia,139500
1497,58,Cambodia,139500
1498,59,Cambodia,139500
1499,60,Cambodia,139500
1500,61,Cambodia,139500
1501,62,Cambodia,139500
1502,63,Cambodia,139500
1503,64,Cambodia,139500
1504,65,Cambodia,139500
1505,66,Cambodia,139500
1506,67,Cambodia,139500
1507,68,Cambodia,139500
1508,69,Cambodia,139500
1509,70,Cambodia,139500
1510,71,Cambodia,139500
1511,72,Cambodia,139500
1512,1,Laos,21500
1513,2,Laos,23500
1514,3,Laos,28500
1515,4,Laos,28500
1516,5,Laos,28500
1517,6,Laos,28500
1518,7,Laos,45500
1519,8,Laos,45500
1520,9,Laos,45500
1521,10,Laos,45500
1522,11,Laos,45500
1523,12,Laos,45500
1524,13,Laos,62000
1525,14,Laos,62000
1526,15,Laos,62000
1527,16,Laos,62000
1528,17,Laos,62000
1529,18,Laos,62000
1530,19,Laos,62000
1531,20,Laos,62000
1532,21,Laos,62000
1533,22,Laos,62000
1534,23,Laos,62000
1535,24,Laos,62000
1536,25,Laos,83500
1537,26,Laos,85500
1538,27,Laos,90500
1539,28,Laos,90500
1540,29,Laos,90500
1541,30,Laos,90500
1542,31,Laos,107500
1543,32,Laos,107500
1544,33,Laos,107500
1545,34,Laos,107500
1546,35,Laos,107500
1547,36,Laos,107500
1548,37,Laos,124000
1549,38,Laos,124000
1550,39,Laos,124000
1551,40,Laos,124000
1552,41,Laos,124000
1553,42,Laos,124000
1554,43,Laos,124000
1555,44,Laos,124000
1556,45,Laos,124000
1557,46,Laos,124000
1558,47,Laos,124000
1559,48,Laos,124000
1560,49,Laos,139500
1561,50,Laos,139500
1562,51,Laos,139500
1563,52,Laos,139500
1564,53,Laos,139500
1565,54,Laos,139500
1566,55,Laos,139500
1567,56,Laos,139500
1568,57,Laos,139500
1569,58,Laos,139500
1570,59,Laos,139500
1571,60,Laos,139500
1572,61,Laos,139500
1573,62,Laos,139500
1574,63,Laos,139500
1575,64,Laos,139500
1576,65,Laos,139500
1577,66,Laos,139500
1578,67,Laos,139500
1579,68,Laos,139500
1580,69,Laos,139500
1581,70,Laos,139500
1582,71,Laos,139500
1583,72,Laos,139500
1584,1,Macao,21500
1585,2,Macao,23500
1586,3,Macao,28500
1587,4,Macao,28500
1588,5,Macao,28500
1589,6,Macao,28500
1590,7,Macao,45500
1591,8,Macao,45500
1592,9,Macao,45500
1593,10,Macao,45500
1594,11,Macao,45500
1595,12,Macao,45500
1596,13,Macao,62000
1597,14,Macao,62000
1598,15,Macao,62000
1599,16,Macao,62000
1600,17,Macao,62000
1601,18,Macao,62000
1602,19,Macao,62000
1603,20,Macao,62000
1604,21,Macao,62000
1605,22,Macao,62000
1606,23,Macao,62000
1607,24,Macao,62000
1608,25,Macao,83500
1609,26,Macao,85500
1610,27,Macao,90500
1611,28,Macao,90500
1612,29,Macao,90500
1613,30,Macao,90500
1614,31,Macao,107500
1615,32,Macao,107500
1616,33,Macao,107500
1617,34,Macao,107500
1618,35,Macao,107500
1619,36,Macao,107500
1620,37,Macao,124000
1621,38,Macao,124000
1622,39,Macao,124000
1623,40,Macao,124000
1624,41,Macao,124000
1625,42,Macao,124000
1626,43,Macao,124000
1627,44,Macao,124000
1628,45,Macao,124000
1629,46,Macao,124000
1630,47,Macao,124000
1631,48,Macao,124000
1632,49,Macao,139500
1633,50,Macao,139500
1634,51,Macao,139500
1635,52,Macao,139500
1636,53,Macao,139500
1637,54,Macao,139500
1638,55,Macao,139500
1639,56,Macao,139500
1640,57,Macao,139500
1641,58,Macao,139500
1642,59,Macao,139500
1643,60,Macao,139500
1644,61,Macao,139500
1645,62,Macao,139500
1646,63,Macao,139500
1647,64,Macao,139500
1648,65,Macao,139500
1649,66,Macao,139500
1650,67,Macao,139500
1651,68,Macao,139500
1652,69,Macao,139500
1653,70,Macao,139500
1654,71,Macao,139500
1655,72,Macao,139500
1656,1,Mongolia,21500
1657,2,Mongolia,23500
1658,3,Mongolia,28500
1659,4,Mongolia,28500
1660,5,Mongolia,28500
1661,6,Mongolia,28500
1662,7,Mongolia,45500
1663,8,Mongolia,45500
1664,9,Mongolia,45500
1665,10,Mongolia,45500
1666,11,Mongolia,45500
1667,12,Mongolia,45500
1668,13,Mongolia,62000
1669,14,Mongolia,62000
1670,15,Mongolia,62000
1671,16,Mongolia,62000
1672,17,Mongolia,62000
1673,18,Mongolia,62000
1674,19,Mongolia,62000
1675,20,Mongolia,62000
1676,21,Mongolia,62000
1677,22,Mongolia,62000
1678,23,Mongolia,62000
1679,24,Mongolia,62000
1680,25,Mongolia,83500
1681,26,Mongolia,85500
1682,27,Mongolia,90500
1683,28,Mongolia,90500
1684,29,Mongolia,90500
1685,30,Mongolia,90500
1686,31,Mongolia,107500
1687,32,Mongolia,107500
1688,33,Mongolia,107500
1689,34,Mongolia,107500
1690,35,Mongolia,107500
1691,36,Mongolia,107500
1692,37,Mongolia,124000
1693,38,Mongolia,124000
1694,39,Mongolia,124000
1695,40,Mongolia,124000
1696,41,Mongolia,124000
1697,42,Mongolia,124000
1698,43,Mongolia,124000
1699,44,Mongolia,124000
1700,45,Mongolia,124000
1701,46,Mongolia,124000
1702,47,Mongolia,124000
1703,48,Mongolia,124000
1704,49,Mongolia,139500
1705,50,Mongolia,139500
1706,51,Mongolia,139500
1707,52,Mongolia,139500
1708,53,Mongolia,139500
1709,54,Mongolia,139500
1710,55,Mongolia,139500
1711,56,Mongolia,139500
1712,57,Mongolia,139500
1713,58,Mongolia,139500
1714,59,Mongolia,139500
1715,60,Mongolia,139500
1716,61,Mongolia,139500
1717,62,Mongolia,139500
1718,63,Mongolia,139500
1719,64,Mongolia,139500
1720,65,Mongolia,139500
1721,66,Mongolia,139500
1722,67,Mongolia,139500
1723,68,Mongolia,139500
1724,69,Mongolia,139500
1725,70,Mongolia,139500
1726,71,Mongolia,139500
1727,72,Mongolia,139500
1728,1,Myanmar,21500
1729,2,Myanmar,23500
1730,3,Myanmar,28500
1731,4,Myanmar,28500
1732,5,Myanmar,28500
1733,6,Myanmar,28500
1734,7,Myanmar,45500
1735,8,Myanmar,45500
1736,9,Myanmar,45500
1737,10,Myanmar,45500
1738,11,Myanmar,45500
1739,12,Myanmar,45500
1740,13,Myanmar,62000
1741,14,Myanmar,62000
1742,15,Myanmar,62000
1743,16,Myanmar,62000
1744,17,Myanmar,62000
1745,18,Myanmar,62000
1746,19,Myanmar,62000
1747,20,Myanmar,62000
1748,21,Myanmar,62000
1749,22,Myanmar,62000
1750,23,Myanmar,62000
1751,24,Myanmar,62000
1752,25,Myanmar,83500
1753,26,Myanmar,85500
1754,27,Myanmar,90500
1755,28,Myanmar,90500
1756,29,Myanmar,90500
1757,30,Myanmar,90500
1758,31,Myanmar,107500
1759,32,Myanmar,107500
1760,33,Myanmar,107500
1761,34,Myanmar,107500
1762,35,Myanmar,107500
1763,36,Myanmar,107500
1764,37,Myanmar,124000
1765,38,Myanmar,124000
1766,39,Myanmar,124000
1767,40,Myanmar,124000
1768,41,Myanmar,124000
1769,42,Myanmar,124000
1770,43,Myanmar,124000
1771,44,Myanmar,124000
1772,45,Myanmar,124000
1773,46,Myanmar,124000
1774,47,Myanmar,124000
1775,48,Myanmar,124000
1776,49,Myanmar,139500
1777,50,Myanmar,139500
1778,51,Myanmar,139500
1779,52,Myanmar,139500
1780,53,Myanmar,139500
1781,54,Myanmar,139500
1782,55,Myanmar,139500
1783,56,Myanmar,139500
1784,57,Myanmar,139500
1785,58,Myanmar,139500
1786,59,Myanmar,139500
1787,60,Myanmar,139500
1788,61,Myanmar,139500
1789,62,Myanmar,139500
1790,63,Myanmar,139500
1791,64,Myanmar,139500
1792,65,Myanmar,139500
1793,66,Myanmar,139500
1794,67,Myanmar,139500
1795,68,Myanmar,139500
1796,69,Myanmar,139500
1797,70,Myanmar,139500
1798,71,Myanmar,139500
1799,72,Myanmar,139500
1800,1,Bangladesh,22000
1801,2,Bangladesh,25000
1802,3,Bangladesh,32000
1803,4,Bangladesh,32000
1804,5,Bangladesh,32000
1805,6,Bangladesh,32000
1806,7,Bangladesh,56500
1807,8,Bangladesh,56500
1808,9,Bangladesh,56500
1809,10,Bangladesh,56500
1810,11,Bangladesh,56500
1811,12,Bangladesh,56500
1812,13,Bangladesh,85000
1813,14,Bangladesh,85000
1814,15,Bangladesh,85000
1815,16,Bangladesh,85000
1816,17,Bangladesh,85000
1817,18,Bangladesh,85000
1818,19,Bangladesh,85000
1819,20,Bangladesh,85000
1820,21,Bangladesh,85000
1821,22,Bangladesh,85000
1822,23,Bangladesh,85000
1823,24,Bangladesh,85000
1824,25,Bangladesh,107000
1825,26,Bangladesh,110000
1826,27,Bangladesh,117000
1827,28,Bangladesh,117000
1828,29,Bangladesh,117000
1829,30,Bangladesh,117000
1830,31,Bangladesh,141500
1831,32,Bangladesh,141500
1832,33,Bangladesh,141500
1833,34,Bangladesh,141500
1834,35,Bangladesh,141500
1835,36,Bangladesh,141500
1836,37,Bangladesh,170000
1837,38,Bangladesh,170000
1838,39,Bangladesh,170000
1839,40,Bangladesh,170000
1840,41,Bangladesh,170000
1841,42,Bangladesh,170000
1842,43,Bangladesh,170000
1843,44,Bangladesh,170000
1844,45,Bangladesh,170000
1845,46,Bangladesh,170000
1846,47,Bangladesh,170000
1847,48,Bangladesh,170000
1848,49,Bangladesh,192000
1849,50,Bangladesh,244000
1850,51,Bangladesh,244000
1851,52,Bangladesh,244000
1852,53,Bangladesh,244000
1853,54,Bangladesh,244000
1854,55,Bangladesh,244000
1855,56,Bangladesh,244000
1856,57,Bangladesh,244000
1857,58,Bangladesh,244000
1858,59,Bangladesh,244000
1859,60,Bangladesh,244000
1860,61,Bangladesh,244000
1861,62,Bangladesh,244000
1862,63,Bangladesh,244000
1863,64,Bangladesh,244000
1864,65,Bangladesh,244000
1865,66,Bangladesh,244000
1866,67,Bangladesh,244000
1867,68,Bangladesh,244000
1868,69,Bangladesh,244000
1869,70,Bangladesh,244000
1870,71,Bangladesh,244000
1871,72,Bangladesh,244000
1872,1,Bhutan,22000
1873,2,Bhutan,25000
1874,3,Bhutan,32000
1875,4,Bhutan,32000
1876,5,Bhutan,32000
1877,6,Bhutan,32000
1878,7,Bhutan,56500
1879,8,Bhutan,56500
1880,9,Bhutan,56500
1881,10,Bhutan,56500
1882,11,Bhutan,56500
1883,12,Bhutan,56500
1884,13,Bhutan,85000
1885,14,Bhutan,85000
1886,15,Bhutan,85000
1887,16,Bhutan,85000
1888,17,Bhutan,85000
1889,18,Bhutan,85000
1890,19,Bhutan,85000
1891,20,Bhutan,85000
1892,21,Bhutan,85000
1893,22,Bhutan,85000
1894,23,Bhutan,85000
1895,24,Bhutan,85000
1896,25,Bhutan,107000
1897,26,Bhutan,110000
1898,27,Bhutan,117000
1899,28,Bhutan,117000
1900,29,Bhutan,117000
1901,30,Bhutan,117000
1902,31,Bhutan,141500
1903,32,Bhutan,141500
1904,33,Bhutan,141500
1905,34,Bhutan,141500
1906,35,Bhutan,141500
1907,36,Bhutan,141500
1908,37,Bhutan,170000
1909,38,Bhutan,170000
1910,39,Bhutan,170000
1911,40,Bhutan,170000
1912,41,Bhutan,170000
1913,42,Bhutan,170000
1914,43,Bhutan,170000
1915,44,Bhutan,170000
1916,45,Bhutan,170000
1917,46,Bhutan,170000
1918,47,Bhutan,170000
1919,48,Bhutan,170000
1920,49,Bhutan,192000
1921,50,Bhutan,244000
1922,51,Bhutan,244000
1923,52,Bhutan,244000
1924,53,Bhutan,244000
1925,54,Bhutan,244000
1926,55,Bhutan,244000
1927,56,Bhutan,244000
1928,57,Bhutan,244000
1929,58,Bhutan,244000
1930,59,Bhutan,244000
1931,60,Bhutan,244000
1932,61,Bhutan,244000
1933,62,Bhutan,244000
1934,63,Bhutan,244000
1935,64,Bhutan,244000
1936,65,Bhutan,244000
1937,66,Bhutan,244000
1938,67,Bhutan,244000
1939,68,Bhutan,244000
1940,69,Bhutan,244000
1941,70,Bhutan,244000
1942,71,Bhutan,244000
1943,72,Bhutan,244000
1944,1,Brunei_Darussala,22000
1945,2,Brunei_Darussala,25000
1946,3,Brunei_Darussala,32000
1947,4,Brunei_Darussala,32000
1948,5,Brunei_Darussala,32000
1949,6,Brunei_Darussala,32000
1950,7,Brunei_Darussala,56500
1951,8,Brunei_Darussala,56500
1952,9,Brunei_Darussala,56500
1953,10,Brunei_Darussala,56500
1954,11,Brunei_Darussala,56500
1955,12,Brunei_Darussala,56500
1956,13,Brunei_Darussala,85000
1957,14,Brunei_Darussala,85000
1958,15,Brunei_Darussala,85000
1959,16,Brunei_Darussala,85000
1960,17,Brunei_Darussala,85000
1961,18,Brunei_Darussala,85000
1962,19,Brunei_Darussala,85000
1963,20,Brunei_Darussala,85000
1964,21,Brunei_Darussala,85000
1965,22,Brunei_Darussala,85000
1966,23,Brunei_Darussala,85000
1967,24,Brunei_Darussala,85000
1968,25,Brunei_Darussala,107000
1969,26,Brunei_Darussala,110000
1970,27,Brunei_Darussala,117000
1971,28,Brunei_Darussala,117000
1972,29,Brunei_Darussala,117000
1973,30,Brunei_Darussala,117000
1974,31,Brunei_Darussala,141500
1975,32,Brunei_Darussala,141500
1976,33,Brunei_Darussala,141500
1977,34,Brunei_Darussala,141500
1978,35,Brunei_Darussala,141500
1979,36,Brunei_Darussala,141500
1980,37,Brunei_Darussala,170000
1981,38,Brunei_Darussala,170000
1982,39,Brunei_Darussala,170000
1983,40,Brunei_Darussala,170000
1984,41,Brunei_Darussala,170000
1985,42,Brunei_Darussala,170000
1986,43,Brunei_Darussala,170000
1987,44,Brunei_Darussala,170000
1988,45,Brunei_Darussala,170000
1989,46,Brunei_Darussala,170000
1990,47,Brunei_Darussala,170000
1991,48,Brunei_Darussala,170000
1992,49,Brunei_Darussala,192000
1993,50,Brunei_Darussala,244000
1994,51,Brunei_Darussala,244000
1995,52,Brunei_Darussala,244000
1996,53,Brunei_Darussala,244000
1997,54,Brunei_Darussala,244000
1998,55,Brunei_Darussala,244000
1999,56,Brunei_Darussala,244000
2000,57,Brunei_Darussala,244000
2001,58,Brunei_Darussala,244000
2002,59,Brunei_Darussala,244000
2003,60,Brunei_Darussala,244000
2004,61,Brunei_Darussala,244000
2005,62,Brunei_Darussala,244000
2006,63,Brunei_Darussala,244000
2007,64,Brunei_Darussala,244000
2008,65,Brunei_Darussala,244000
2009,66,Brunei_Darussala,244000
2010,67,Brunei_Darussala,244000
2011,68,Brunei_Darussala,244000
2012,69,Brunei_Darussala,244000
2013,70,Brunei_Darussala,244000
2014,71,Brunei_Darussala,244000
2015,72,Brunei_Darussala,244000
2016,1,India,22000
2017,2,India,25000
2018,3,India,32000
2019,4,India,32000
2020,5,India,32000
2021,6,India,32000
2022,7,India,56500
2023,8,India,56500
2024,9,India,56500
2025,10,India,56500
2026,11,India,56500
2027,12,India,56500
2028,13,India,85000
2029,14,India,85000
2030,15,India,85000
2031,16,India,85000
2032,17,India,85000
2033,18,India,85000
2034,19,India,85000
2035,20,India,85000
2036,21,India,85000
2037,22,India,85000
2038,23,India,85000
2039,24,India,85000
2040,25,India,107000
2041,26,India,110000
2042,27,India,117000
2043,28,India,117000
2044,29,India,117000
2045,30,India,117000
2046,31,India,141500
2047,32,India,141500
2048,33,India,141500
2049,34,India,141500
2050,35,India,141500
2051,36,India,141500
2052,37,India,170000
2053,38,India,170000
2054,39,India,170000
2055,40,India,170000
2056,41,India,170000
2057,42,India,170000
2058,43,India,170000
2059,44,India,170000
2060,45,India,170000
2061,46,India,170000
2062,47,India,170000
2063,48,India,170000
2064,49,India,192000
2065,50,India,244000
2066,51,India,244000
2067,52,India,244000
2068,53,India,244000
2069,54,India,244000
2070,55,India,244000
2071,56,India,244000
2072,57,India,244000
2073,58,India,244000
2074,59,India,244000
2075,60,India,244000
2076,61,India,244000
2077,62,India,244000
2078,63,India,244000
2079,64,India,244000
2080,65,India,244000
2081,66,India,244000
2082,67,India,244000
2083,68,India,244000
2084,69,India,244000
2085,70,India,244000
2086,71,India,244000
2087,72,India,244000
2088,1,Maldives,22000
2089,2,Maldives,25000
2090,3,Maldives,32000
2091,4,Maldives,32000
2092,5,Maldives,32000
2093,6,Maldives,32000
2094,7,Maldives,56500
2095,8,Maldives,56500
2096,9,Maldives,56500
2097,10,Maldives,56500
2098,11,Maldives,56500
2099,12,Maldives,56500
2100,13,Maldives,85000
2101,14,Maldives,85000
2102,15,Maldives,85000
2103,16,Maldives,85000
2104,17,Maldives,85000
2105,18,Maldives,85000
2106,19,Maldives,85000
2107,20,Maldives,85000
2108,21,Maldives,85000
2109,22,Maldives,85000
2110,23,Maldives,85000
2111,24,Maldives,85000
2112,25,Maldives,107000
2113,26,Maldives,110000
2114,27,Maldives,117000
2115,28,Maldives,117000
2116,29,Maldives,117000
2117,30,Maldives,117000
2118,31,Maldives,141500
2119,32,Maldives,141500
2120,33,Maldives,141500
2121,34,Maldives,141500
2122,35,Maldives,141500
2123,36,Maldives,141500
2124,37,Maldives,170000
2125,38,Maldives,170000
2126,39,Maldives,170000
2127,40,Maldives,170000
2128,41,Maldives,170000
2129,42,Maldives,170000
2130,43,Maldives,170000
2131,44,Maldives,170000
2132,45,Maldives,170000
2133,46,Maldives,170000
2134,47,Maldives,170000
2135,48,Maldives,170000
2136,49,Maldives,192000
2137,50,Maldives,244000
2138,51,Maldives,244000
2139,52,Maldives,244000
2140,53,Maldives,244000
2141,54,Maldives,244000
2142,55,Maldives,244000
2143,56,Maldives,244000
2144,57,Maldives,244000
2145,58,Maldives,244000
2146,59,Maldives,244000
2147,60,Maldives,244000
2148,61,Maldives,244000
2149,62,Maldives,244000
2150,63,Maldives,244000
2151,64,Maldives,244000
2152,65,Maldives,244000
2153,66,Maldives,244000
2154,67,Maldives,244000
2155,68,Maldives,244000
2156,69,Maldives,244000
2157,70,Maldives,244000
2158,71,Maldives,244000
2159,72,Maldives,244000
2160,1,Nepal,22000
2161,2,Nepal,25000
2162,3,Nepal,32000
2163,4,Nepal,32000
2164,5,Nepal,32000
2165,6,Nepal,32000
2166,7,Nepal,56500
2167,8,Nepal,56500
2168,9,Nepal,56500
2169,10,Nepal,56500
2170,11,Nepal,56500
2171,12,Nepal,56500
2172,13,Nepal,85000
2173,14,Nepal,85000
2174,15,Nepal,85000
2175,16,Nepal,85000
2176,17,Nepal,85000
2177,18,Nepal,85000
2178,19,Nepal,85000
2179,20,Nepal,85000
2180,21,Nepal,85000
2181,22,Nepal,85000
2182,23,Nepal,85000
2183,24,Nepal,85000
2184,25,Nepal,107000
2185,26,Nepal,110000
2186,27,Nepal,117000
2187,28,Nepal,117000
2188,29,Nepal,117000
2189,30,Nepal,117000
2190,31,Nepal,141500
2191,32,Nepal,141500
2192,33,Nepal,141500
2193,34,Nepal,141500
2194,35,Nepal,141500
2195,36,Nepal,141500
2196,37,Nepal,170000
2197,38,Nepal,170000
2198,39,Nepal,170000
2199,40,Nepal,170000
2200,41,Nepal,170000
2201,42,Nepal,170000
2202,43,Nepal,170000
2203,44,Nepal,170000
2204,45,Nepal,170000
2205,46,Nepal,170000
2206,47,Nepal,170000
2207,48,Nepal,170000
2208,49,Nepal,192000
2209,50,Nepal,244000
2210,51,Nepal,244000
2211,52,Nepal,244000
2212,53,Nepal,244000
2213,54,Nepal,244000
2214,55,Nepal,244000
2215,56,Nepal,244000
2216,57,Nepal,244000
2217,58,Nepal,244000
2218,59,Nepal,244000
2219,60,Nepal,244000
2220,61,Nepal,244000
2221,62,Nepal,244000
2222,63,Nepal,244000
2223,64,Nepal,244000
2224,65,Nepal,244000
2225,66,Nepal,244000
2226,67,Nepal,244000
2227,68,Nepal,244000
2228,69,Nepal,244000
2229,70,Nepal,244000
2230,71,Nepal,244000
2231,72,Nepal,244000
2232,1,Sri_Lanka,22000
2233,2,Sri_Lanka,25000
2234,3,Sri_Lanka,32000
2235,4,Sri_Lanka,32000
